event_id,user_id,course_id,skill_id,event_type,completion_pct,score,occurred_at
evt_000361,user_0106,course_001,python_basics,completed,93.2,36.3,2026-02-10
evt_000362,user_0106,course_010,docker_basics,completed,92.3,94.3,2026-02-18
evt_000363,user_0106,course_014,statistics,completed,89.8,49.2,2026-02-23
evt_000364,user_0107,course_002,python_basics,completed,93.8,50.1,2026-02-03
evt_000365,user_0107,course_005,sql_basics,completed,93.0,86.4,2026-03-14
evt_000366,user_0107,course_015,rest_apis,completed,97.0,58.1,2026-03-24
evt_000367,user_0107,course_017,databases_basics,completed,89.8,83.0,2026-03-27
evt_000368,user_0107,course_031,system_design,completed,99.2,71.6,2026-04-11
evt_000369,user_0107,course_033,backend_frameworks,completed,98.2,67.0,2026-04-25
evt_000370,user_0108,course_001,python_basics,dropped,26.1,,2026-01-22
evt_000371,user_0108,course_006,sql_basics,completed,94.2,87.4,2026-01-23
evt_000372,user_0108,course_015,rest_apis,completed,89.9,36.4,2026-02-08
evt_000373,user_0108,course_017,databases_basics,dropped,23.4,,2026-02-21
evt_000374,user_0108,course_031,system_design,completed,94.9,73.1,2026-02-27
evt_000375,user_0108,course_034,backend_frameworks,completed,96.0,63.4,2026-02-02
evt_000376,user_0110,course_002,python_basics,completed,97.2,59.6,2026-02-18
evt_000377,user_0110,course_006,sql_basics,completed,85.0,80.6,2026-02-21
evt_000378,user_0110,course_015,rest_apis,completed,98.8,97.9,2026-02-24
evt_000379,user_0110,course_017,databases_basics,dropped,31.1,,2026-02-04
evt_000380,user_0110,course_032,system_design,completed,99.4,88.4,2026-03-07
evt_000381,user_0110,course_034,backend_frameworks,dropped,12.3,,2026-03-15
evt_000382,user_0111,course_002,python_basics,dropped,5.0,,2026-02-02
evt_000383,user_0111,course_006,sql_basics,completed,92.4,59.6,2026-03-05
evt_000384,user_0111,course_015,rest_apis,completed,98.0,77.3,2026-03-19
evt_000385,user_0111,course_017,databases_basics,dropped,34.6,,2026-03-27
evt_000386,user_0111,course_032,system_design,completed,86.1,46.1,2026-03-04
evt_000387,user_0111,course_033,backend_frameworks,completed,99.7,57.0,2026-04-13
evt_000388,user_0113,course_007,html_css_basics,completed,87.4,41.6,2026-02-28
evt_000389,user_0113,course_019,javascript_basics,completed,95.8,82.4,2026-03-07
evt_000390,user_0113,course_030,react_basics,completed,85.7,72.2,2026-03-12
evt_000391,user_0113,course_039,state_management,completed,91.4,54.1,2026-03-13
evt_000392,user_0113,course_042,frontend_testing,dropped,12.2,,2026-03-17
evt_000393,user_0114,course_001,python_basics,completed,89.6,60.8,2026-02-21
evt_000394,user_0114,course_006,sql_basics,completed,90.8,59.1,2026-02-23
evt_000395,user_0114,course_015,rest_apis,dropped,20.4,,2026-02-03
evt_000396,user_0114,course_018,databases_basics,dropped,31.3,,2026-03-13
evt_000397,user_0114,course_031,system_design,completed,93.1,98.1,2026-03-24
evt_000398,user_0114,course_033,backend_frameworks,completed,92.8,97.8,2026-04-10
evt_000399,user_0116,course_001,python_basics,completed,90.9,90.5,2026-02-11
evt_000400,user_0116,course_009,docker_basics,completed,91.7,96.7,2026-02-13
evt_000401,user_0116,course_013,statistics,completed,85.6,40.1,2026-02-26
evt_000402,user_0116,course_023,cloud_aws_basics,completed,97.5,51.8,2026-03-12
evt_000403,user_0117,course_007,html_css_basics,completed,93.3,90.7,2026-03-10
evt_000404,user_0117,course_019,javascript_basics,completed,93.8,85.8,2026-03-23
evt_000405,user_0117,course_029,react_basics,completed,93.7,97.7,2026-03-26
evt_000406,user_0117,course_039,state_management,completed,96.8,91.4,2026-04-08
evt_000407,user_0118,course_002,python_basics,completed,94.1,37.4,2026-03-12
evt_000408,user_0118,course_009,docker_basics,completed,95.4,37.5,2026-03-22
evt_000409,user_0119,course_001,python_basics,completed,89.0,59.2,2026-02-06
evt_000410,user_0119,course_014,statistics,completed,92.4,80.3,2026-02-11
evt_000411,user_0119,course_025,data_wrangling,completed,96.2,85.3,2026-02-14
evt_000412,user_0119,course_036,data_visualization,completed,87.8,48.7,2026-02-24
evt_000413,user_0119,course_038,machine_learning,completed,90.6,38.7,2026-03-09
evt_000414,user_0120,course_002,python_basics,completed,87.0,90.3,2026-03-07
evt_000415,user_0121,course_001,python_basics,dropped,6.2,,2026-01-16
evt_000416,user_0121,course_006,sql_basics,completed,90.5,65.2,2026-01-28
evt_000417,user_0121,course_015,rest_apis,dropped,18.0,,2026-02-11
evt_000418,user_0121,course_017,databases_basics,completed,93.3,57.4,2026-02-25
evt_000419,user_0121,course_032,system_design,completed,86.4,36.8,2026-03-09
evt_000420,user_0121,course_033,backend_frameworks,completed,88.4,48.4,2026-03-23
evt_000421,user_0122,course_007,html_css_basics,completed,96.5,35.6,2026-02-28
evt_000422,user_0123,course_001,python_basics,completed,97.1,54.9,2026-02-18
evt_000423,user_0124,course_002,python_basics,completed,88.8,65.3,2026-02-28
evt_000424,user_0124,course_010,docker_basics,dropped,22.9,,2026-03-10
evt_000425,user_0124,course_014,statistics,completed,94.1,54.4,2026-03-19
evt_000426,user_0124,course_023,cloud_aws_basics,completed,94.6,91.0,2026-03-25
evt_000427,user_0124,course_026,data_wrangling,dropped,31.8,,2026-03-01
evt_000428,user_0126,course_002,python_basics,dropped,5.9,,2026-03-07
evt_000429,user_0126,course_010,docker_basics,completed,91.1,82.9,2026-03-12
evt_000430,user_0126,course_013,statistics,completed,88.3,69.8,2026-03-18
evt_000431,user_0126,course_024,cloud_aws_basics,completed,87.5,77.7,2026-03-27
evt_000432,user_0126,course_026,data_wrangling,completed,96.1,82.1,2026-03-01
evt_000433,user_0126,course_037,machine_learning,completed,94.8,49.4,2026-04-12
evt_000434,user_0126,course_048,mlops_basics,completed,90.0,51.9,2026-04-19
evt_000435,user_0127,course_001,python_basics,dropped,27.2,,2026-01-27
evt_000436,user_0127,course_005,sql_basics,completed,92.5,91.4,2026-02-07
evt_000437,user_0127,course_016,rest_apis,dropped,34.9,,2026-02-14
evt_000438,user_0127,course_017,databases_basics,completed,93.5,93.9,2026-02-20
evt_000439,user_0127,course_032,system_design,completed,96.7,66.7,2026-03-06
evt_000440,user_0127,course_033,backend_frameworks,completed,85.1,52.8,2026-03-12
evt_000441,user_0128,course_001,python_basics,completed,96.7,43.4,2026-02-01
evt_000442,user_0128,course_014,statistics,completed,92.2,35.3,2026-03-08
evt_000443,user_0128,course_026,data_wrangling,completed,96.4,69.5,2026-03-09
evt_000444,user_0128,course_035,data_visualization,completed,88.4,92.0,2026-03-20
evt_000445,user_0128,course_037,machine_learning,completed,89.6,39.2,2026-03-27
evt_000446,user_0129,course_002,python_basics,completed,93.9,57.0,2026-01-11
evt_000447,user_0130,course_002,python_basics,completed,87.5,93.9,2026-01-15
evt_000448,user_0130,course_005,sql_basics,completed,99.8,48.7,2026-01-19
evt_000449,user_0130,course_015,rest_apis,completed,94.8,37.4,2026-01-21
evt_000450,user_0131,course_007,html_css_basics,completed,94.9,77.5,2026-01-27
evt_000451,user_0131,course_019,javascript_basics,completed,86.9,51.4,2026-02-06
evt_000452,user_0131,course_029,react_basics,completed,85.1,62.4,2026-02-18
evt_000453,user_0131,course_040,state_management,completed,87.1,89.0,2026-02-28
evt_000454,user_0131,course_041,frontend_testing,dropped,8.7,,2026-03-05
evt_000455,user_0132,course_008,html_css_basics,completed,88.0,80.7,2026-01-27
evt_000456,user_0132,course_019,javascript_basics,completed,88.1,95.7,2026-02-08
evt_000457,user_0132,course_029,react_basics,completed,98.6,89.3,2026-02-09
evt_000458,user_0132,course_039,state_management,completed,86.1,82.0,2026-02-11
evt_000459,user_0133,course_002,python_basics,completed,86.5,46.4,2026-02-19
evt_000460,user_0133,course_014,statistics,completed,89.7,83.0,2026-02-25
evt_000461,user_0133,course_025,data_wrangling,completed,95.0,46.1,2026-02-26
evt_000462,user_0133,course_036,data_visualization,completed,96.0,59.2,2026-03-08
evt_000463,user_0133,course_037,machine_learning,completed,91.8,89.3,2026-03-15
evt_000464,user_0135,course_001,python_basics,dropped,30.4,,2026-02-26
evt_000465,user_0136,course_002,python_basics,completed,93.5,63.5,2026-03-09
evt_000466,user_0136,course_010,docker_basics,dropped,29.0,,2026-03-19
evt_000467,user_0136,course_013,statistics,completed,86.7,61.7,2026-03-27
evt_000468,user_0136,course_024,cloud_aws_basics,completed,95.6,79.1,2026-04-10
evt_000469,user_0136,course_025,data_wrangling,completed,92.8,79.7,2026-04-21
evt_000470,user_0136,course_038,machine_learning,completed,92.2,78.1,2026-04-04
evt_000471,user_0136,course_047,mlops_basics,completed,98.4,74.8,2026-05-18
evt_000472,user_0137,course_001,python_basics,completed,97.8,91.5,2026-01-10
evt_000473,user_0137,course_010,docker_basics,completed,99.6,38.3,2026-01-16
evt_000474,user_0137,course_014,statistics,completed,86.2,63.9,2026-01-23
evt_000475,user_0137,course_023,cloud_aws_basics,completed,89.7,98.7,2026-02-09
evt_000476,user_0137,course_025,data_wrangling,completed,85.5,70.7,2026-02-11
evt_000477,user_0137,course_038,machine_learning,completed,94.8,64.7,2026-02-20
evt_000478,user_0137,course_047,mlops_basics,completed,91.8,71.4,2026-03-06
evt_000479,user_0138,course_002,python_basics,completed,86.5,77.8,2026-02-24
evt_000480,user_0138,course_014,statistics,completed,97.0,70.6,2026-03-10
evt_000481,user_0138,course_025,data_wrangling,completed,92.4,88.4,2026-03-11
evt_000482,user_0138,course_036,data_visualization,completed,87.9,42.8,2026-03-13
evt_000483,user_0139,course_001,python_basics,completed,96.4,38.0,2026-01-26
evt_000484,user_0139,course_009,docker_basics,completed,91.9,73.3,2026-02-11
evt_000485,user_0139,course_014,statistics,completed,85.7,95.8,2026-02-12
evt_000486,user_0139,course_024,cloud_aws_basics,completed,98.7,80.0,2026-02-21
evt_000487,user_0139,course_025,data_wrangling,completed,94.0,92.4,2026-02-23
evt_000488,user_0139,course_038,machine_learning,completed,98.7,84.6,2026-02-02
evt_000489,user_0139,course_048,mlops_basics,completed,87.0,61.8,2026-03-07
evt_000490,user_0141,course_002,python_basics,completed,93.3,49.1,2026-02-17
evt_000491,user_0141,course_010,docker_basics,completed,95.1,98.8,2026-02-28
evt_000492,user_0141,course_013,statistics,completed,94.6,81.2,2026-03-09
evt_000493,user_0141,course_024,cloud_aws_basics,completed,95.0,62.1,2026-03-19
evt_000494,user_0141,course_026,data_wrangling,completed,85.2,41.9,2026-03-05
evt_000495,user_0141,course_037,machine_learning,dropped,14.3,,2026-04-16
evt_000496,user_0141,course_048,mlops_basics,completed,97.6,79.9,2026-04-27
evt_000497,user_0142,course_001,python_basics,completed,86.5,91.4,2026-01-25
evt_000498,user_0142,course_013,statistics,completed,90.8,68.2,2026-02-09
evt_000499,user_0142,course_026,data_wrangling,completed,98.9,60.2,2026-02-21
evt_000500,user_0143,course_001,python_basics,completed,88.0,91.5,2026-02-17
evt_000501,user_0144,course_008,html_css_basics,completed,96.1,47.8,2026-02-14
evt_000502,user_0144,course_019,javascript_basics,completed,99.8,39.8,2026-02-19
evt_000503,user_0145,course_002,python_basics,completed,93.3,43.5,2026-02-21
evt_000504,user_0145,course_010,docker_basics,completed,95.6,45.1,2026-02-22
evt_000505,user_0145,course_014,statistics,dropped,37.6,,2026-02-04
evt_000506,user_0145,course_024,cloud_aws_basics,completed,93.3,39.7,2026-03-12
evt_000507,user_0145,course_025,data_wrangling,completed,96.8,45.4,2026-03-15
evt_000508,user_0145,course_038,machine_learning,completed,98.3,78.1,2026-03-17
evt_000509,user_0145,course_048,mlops_basics,completed,94.3,65.9,2026-03-21
evt_000510,user_0146,course_001,python_basics,completed,91.7,93.8,2026-02-10
evt_000511,user_0146,course_009,docker_basics,completed,89.8,94.5,2026-02-11
evt_000512,user_0147,course_002,python_basics,completed,97.3,59.4,2026-01-26
evt_000513,user_0147,course_006,sql_basics,dropped,36.4,,2026-02-06
evt_000514,user_0147,course_015,rest_apis,completed,99.3,70.0,2026-02-08
evt_000515,user_0147,course_017,databases_basics,completed,96.6,91.2,2026-02-12
evt_000516,user_0147,course_031,system_design,completed,95.5,98.5,2026-02-16
evt_000517,user_0147,course_033,backend_frameworks,completed,85.4,81.6,2026-02-28
evt_000518,user_0148,course_007,html_css_basics,completed,93.4,72.4,2026-01-06
evt_000519,user_0148,course_020,javascript_basics,completed,94.5,63.1,2026-01-13
evt_000520,user_0148,course_029,react_basics,dropped,30.2,,2026-01-22
evt_000521,user_0148,course_039,state_management,completed,90.4,67.7,2026-02-06
evt_000522,user_0148,course_042,frontend_testing,dropped,31.8,,2026-02-16
evt_000523,user_0149,course_001,python_basics,completed,88.3,83.5,2026-02-09
evt_000524,user_0149,course_010,docker_basics,dropped,28.7,,2026-02-20
evt_000525,user_0151,course_001,python_basics,completed,87.1,37.7,2026-02-23
evt_000526,user_0151,course_006,sql_basics,completed,86.3,48.7,2026-02-04
evt_000527,user_0151,course_016,rest_apis,completed,94.7,68.3,2026-03-08
evt_000528,user_0151,course_017,databases_basics,completed,87.9,46.8,2026-03-18
evt_000529,user_0151,course_031,system_design,completed,99.9,70.7,2026-03-04
evt_000530,user_0151,course_033,backend_frameworks,completed,88.8,47.8,2026-04-09
evt_000531,user_0152,course_002,python_basics,dropped,27.9,,2026-02-16
evt_000532,user_0152,course_009,docker_basics,completed,91.8,75.1,2026-02-20
evt_000533,user_0152,course_013,statistics,completed,97.1,97.3,2026-02-02
evt_000534,user_0152,course_024,cloud_aws_basics,completed,95.7,76.7,2026-03-06
evt_000535,user_0152,course_026,data_wrangling,completed,90.0,66.2,2026-03-09
evt_000536,user_0152,course_038,machine_learning,completed,87.6,74.4,2026-03-17
evt_000537,user_0152,course_047,mlops_basics,completed,96.0,75.7,2026-03-26
evt_000538,user_0153,course_001,python_basics,completed,85.5,72.8,2026-03-05
evt_000539,user_0153,course_013,statistics,completed,93.2,99.9,2026-03-06
evt_000540,user_0153,course_025,data_wrangling,completed,98.4,73.3,2026-03-12
evt_000541,user_0154,course_001,python_basics,completed,85.2,50.5,2026-01-16
evt_000542,user_0155,course_001,python_basics,completed,93.5,71.8,2026-02-20
evt_000543,user_0156,course_002,python_basics,dropped,31.7,,2026-01-16
evt_000544,user_0156,course_010,docker_basics,completed,95.0,68.7,2026-01-22
evt_000545,user_0156,course_014,statistics,completed,98.2,37.6,2026-01-02
evt_000546,user_0156,course_023,cloud_aws_basics,completed,94.5,52.8,2026-02-14
evt_000547,user_0156,course_025,data_wrangling,completed,90.5,77.5,2026-02-21
evt_000548,user_0156,course_038,machine_learning,completed,88.3,61.4,2026-02-28
evt_000549,user_0156,course_048,mlops_basics,completed,98.3,35.4,2026-03-08
evt_000550,user_0157,course_007,html_css_basics,dropped,27.5,,2026-03-05
evt_000551,user_0157,course_019,javascript_basics,completed,95.8,42.7,2026-03-08
evt_000552,user_0157,course_030,react_basics,dropped,28.6,,2026-03-20
evt_000553,user_0157,course_039,state_management,completed,85.3,37.8,2026-03-03
evt_000554,user_0157,course_041,frontend_testing,completed,85.6,72.2,2026-03-06
evt_000555,user_0158,course_001,python_basics,completed,94.0,71.6,2026-01-13
evt_000556,user_0158,course_010,docker_basics,completed,94.1,65.6,2026-01-15
evt_000557,user_0158,course_013,statistics,completed,87.1,72.9,2026-01-01
evt_000558,user_0158,course_024,cloud_aws_basics,completed,90.1,64.5,2026-02-04
evt_000559,user_0158,course_025,data_wrangling,completed,86.6,48.2,2026-02-11
evt_000560,user_0159,course_007,html_css_basics,dropped,21.7,,2026-02-15
evt_000561,user_0159,course_019,javascript_basics,completed,96.3,41.1,2026-02-28
evt_000562,user_0159,course_029,react_basics,completed,91.5,62.3,2026-03-13
evt_000563,user_0160,course_007,html_css_basics,completed,96.5,57.8,2026-02-02
evt_000564,user_0160,course_019,javascript_basics,dropped,21.7,,2026-03-09
evt_000565,user_0160,course_029,react_basics,completed,93.2,51.8,2026-03-14
evt_000566,user_0160,course_039,state_management,completed,92.8,59.4,2026-03-24
evt_000567,user_0160,course_042,frontend_testing,completed,87.3,77.4,2026-03-03
evt_000568,user_0161,course_002,python_basics,completed,89.1,79.2,2026-01-27
evt_000569,user_0161,course_010,docker_basics,completed,92.2,59.1,2026-02-08
evt_000570,user_0161,course_014,statistics,completed,96.6,60.9,2026-02-13
evt_000571,user_0161,course_023,cloud_aws_basics,completed,96.7,96.7,2026-02-25
evt_000572,user_0161,course_026,data_wrangling,completed,93.3,80.3,2026-03-10
evt_000573,user_0161,course_037,machine_learning,completed,85.1,40.9,2026-03-17
evt_000574,user_0161,course_048,mlops_basics,dropped,12.8,,2026-03-19
evt_000575,user_0162,course_002,python_basics,completed,92.8,81.3,2026-01-13
evt_000576,user_0162,course_013,statistics,completed,85.2,90.3,2026-01-24
evt_000577,user_0163,course_007,html_css_basics,completed,92.7,50.1,2026-02-19
evt_000578,user_0163,course_019,javascript_basics,completed,85.0,45.2,2026-02-25
evt_000579,user_0164,course_002,python_basics,completed,92.8,82.9,2026-02-01
evt_000580,user_0164,course_005,sql_basics,completed,97.4,94.5,2026-03-10
evt_000581,user_0164,course_016,rest_apis,completed,87.9,95.4,2026-03-14
evt_000582,user_0164,course_018,databases_basics,completed,86.6,39.7,2026-03-17
evt_000583,user_0164,course_031,system_design,completed,88.9,70.0,2026-03-02
evt_000584,user_0164,course_034,backend_frameworks,completed,90.7,66.4,2026-04-14
evt_000585,user_0165,course_002,python_basics,completed,93.8,36.8,2026-01-27
evt_000586,user_0165,course_009,docker_basics,completed,99.9,79.0,2026-02-06
evt_000587,user_0165,course_014,statistics,completed,92.7,35.6,2026-02-13
evt_000588,user_0165,course_023,cloud_aws_basics,dropped,28.6,,2026-02-18
evt_000589,user_0165,course_025,data_wrangling,completed,92.1,58.0,2026-02-27
evt_000590,user_0166,course_001,python_basics,completed,88.5,50.7,2026-01-26
evt_000591,user_0166,course_005,sql_basics,completed,97.5,58.1,2026-01-02
evt_000592,user_0166,course_015,rest_apis,completed,95.0,74.9,2026-02-04
evt_000593,user_0166,course_017,databases_basics,completed,94.3,67.0,2026-02-18
evt_000594,user_0167,course_002,python_basics,completed,96.5,68.2,2026-03-10
evt_000595,user_0167,course_013,statistics,completed,91.3,96.1,2026-03-11
evt_000596,user_0167,course_026,data_wrangling,completed,96.6,64.7,2026-03-18
evt_000597,user_0167,course_036,data_visualization,completed,85.2,48.7,2026-03-24
evt_000598,user_0167,course_038,machine_learning,completed,88.9,70.7,2026-03-02
evt_000599,user_0168,course_008,html_css_basics,completed,91.4,62.2,2026-01-22
evt_000600,user_0168,course_020,javascript_basics,completed,91.8,72.1,2026-02-08
evt_000601,user_0169,course_007,html_css_basics,completed,88.5,63.1,2026-02-28
evt_000602,user_0169,course_019,javascript_basics,completed,87.2,87.4,2026-03-13
evt_000603,user_0169,course_030,react_basics,completed,97.7,68.6,2026-03-16
evt_000604,user_0169,course_040,state_management,completed,97.9,38.1,2026-03-21
evt_000605,user_0169,course_041,frontend_testing,completed,88.8,89.5,2026-03-22
evt_000606,user_0170,course_002,python_basics,completed,93.4,95.6,2026-01-12
evt_000607,user_0170,course_013,statistics,dropped,35.4,,2026-01-19
evt_000608,user_0171,course_001,python_basics,completed,89.9,68.2,2026-01-26
evt_000609,user_0171,course_014,statistics,completed,89.3,76.1,2026-01-28
evt_000610,user_0171,course_025,data_wrangling,completed,90.1,76.0,2026-02-11
evt_000611,user_0171,course_035,data_visualization,completed,88.4,55.6,2026-02-13
evt_000612,user_0171,course_038,machine_learning,completed,89.1,63.9,2026-02-23
evt_000613,user_0173,course_002,python_basics,completed,97.8,43.1,2026-02-27
evt_000614,user_0173,course_010,docker_basics,completed,86.2,45.8,2026-03-11
evt_000615,user_0173,course_013,statistics,completed,85.4,60.8,2026-03-19
evt_000616,user_0173,course_023,cloud_aws_basics,completed,87.3,77.6,2026-03-21
evt_000617,user_0174,course_008,html_css_basics,completed,87.0,89.5,2026-01-28
evt_000618,user_0174,course_020,javascript_basics,completed,98.0,65.4,2026-02-14
evt_000619,user_0175,course_008,html_css_basics,completed,95.5,46.5,2026-03-07
evt_000620,user_0175,course_020,javascript_basics,completed,93.0,94.1,2026-03-16
evt_000621,user_0175,course_029,react_basics,dropped,15.8,,2026-03-01
evt_000622,user_0175,course_039,state_management,dropped,23.3,,2026-03-06
evt_000623,user_0175,course_041,frontend_testing,completed,93.0,79.7,2026-04-12
evt_000624,user_0177,course_002,python_basics,completed,88.5,35.5,2026-02-16
evt_000625,user_0177,course_006,sql_basics,completed,88.7,81.5,2026-02-25
evt_000626,user_0177,course_016,rest_apis,completed,91.3,50.6,2026-02-01
evt_000627,user_0177,course_018,databases_basics,completed,93.0,52.5,2026-03-06
evt_000628,user_0177,course_031,system_design,dropped,8.9,,2026-03-09
evt_000629,user_0177,course_034,backend_frameworks,completed,92.4,55.8,2026-03-14
evt_000630,user_0178,course_001,python_basics,completed,89.2,43.1,2026-01-13
evt_000631,user_0178,course_013,statistics,dropped,5.5,,2026-01-17
evt_000632,user_0178,course_026,data_wrangling,completed,92.5,59.1,2026-01-22
evt_000633,user_0178,course_035,data_visualization,dropped,31.3,,2026-01-28
evt_000634,user_0178,course_038,machine_learning,completed,93.1,46.8,2026-02-13
evt_000635,user_0179,course_002,python_basics,dropped,39.1,,2026-03-16
evt_000636,user_0179,course_014,statistics,completed,88.7,99.6,2026-03-01
evt_000637,user_0179,course_025,data_wrangling,completed,88.1,60.3,2026-04-10
evt_000638,user_0180,course_001,python_basics,completed,92.8,51.5,2026-03-16
evt_000639,user_0180,course_013,statistics,completed,98.0,49.2,2026-03-22
evt_000640,user_0180,course_026,data_wrangling,dropped,32.8,,2026-03-28
evt_000641,user_0180,course_036,data_visualization,completed,99.5,72.8,2026-04-13
evt_000642,user_0180,course_037,machine_learning,completed,88.7,67.5,2026-04-19
evt_000643,user_0181,course_001,python_basics,completed,87.3,69.9,2026-02-17
evt_000644,user_0181,course_014,statistics,completed,93.4,76.9,2026-02-21
evt_000645,user_0181,course_026,data_wrangling,completed,95.3,58.3,2026-03-05
evt_000646,user_0181,course_035,data_visualization,completed,93.4,70.3,2026-03-13
evt_000647,user_0181,course_037,machine_learning,completed,96.0,52.9,2026-03-22
evt_000648,user_0182,course_001,python_basics,completed,91.7,88.3,2026-02-28
evt_000649,user_0182,course_014,statistics,completed,92.6,82.7,2026-02-01
evt_000650,user_0184,course_002,python_basics,dropped,38.9,,2026-03-06
evt_000651,user_0184,course_013,statistics,completed,96.5,45.0,2026-03-15
evt_000652,user_0184,course_026,data_wrangling,completed,86.4,77.8,2026-03-26
evt_000653,user_0184,course_035,data_visualization,completed,88.0,66.5,2026-03-01
evt_000654,user_0184,course_038,machine_learning,completed,94.4,73.4,2026-04-12
evt_000655,user_0185,course_007,html_css_basics,completed,88.1,66.9,2026-01-05
evt_000656,user_0186,course_001,python_basics,completed,99.1,62.0,2026-01-12
evt_000657,user_0186,course_005,sql_basics,completed,92.9,82.7,2026-01-26
evt_000658,user_0186,course_015,rest_apis,completed,86.5,82.1,2026-01-02
evt_000659,user_0186,course_017,databases_basics,completed,88.7,75.6,2026-02-06
evt_000660,user_0186,course_032,system_design,dropped,27.4,,2026-02-18
evt_000661,user_0186,course_034,backend_frameworks,completed,98.2,45.8,2026-02-02
evt_000662,user_0187,course_002,python_basics,completed,100.0,63.8,2026-01-23
evt_000663,user_0187,course_014,statistics,completed,89.9,59.2,2026-02-04
evt_000664,user_0187,course_026,data_wrangling,completed,94.1,71.6,2026-02-18
evt_000665,user_0187,course_036,data_visualization,completed,91.7,60.8,2026-02-24
evt_000666,user_0187,course_038,machine_learning,dropped,9.7,,2026-03-06
evt_000667,user_0188,course_002,python_basics,completed,89.7,85.1,2026-03-05
evt_000668,user_0189,course_001,python_basics,dropped,17.4,,2026-02-27
evt_000669,user_0189,course_006,sql_basics,completed,88.8,54.5,2026-03-09
evt_000670,user_0189,course_015,rest_apis,dropped,16.4,,2026-03-21
evt_000671,user_0189,course_018,databases_basics,completed,95.5,88.3,2026-04-07
evt_000672,user_0189,course_032,system_design,completed,93.6,40.1,2026-04-08
evt_000673,user_0189,course_034,backend_frameworks,completed,91.5,95.5,2026-04-14
evt_000674,user_0191,course_001,python_basics,completed,90.7,54.8,2026-01-26
evt_000675,user_0191,course_009,docker_basics,completed,88.3,38.3,2026-02-04
evt_000676,user_0191,course_014,statistics,completed,93.6,40.9,2026-02-12
evt_000677,user_0191,course_024,cloud_aws_basics,dropped,7.9,,2026-02-15
evt_000678,user_0191,course_025,data_wrangling,completed,86.3,67.6,2026-02-24
evt_000679,user_0191,course_037,machine_learning,dropped,24.6,,2026-03-09
evt_000680,user_0191,course_047,mlops_basics,completed,96.0,51.0,2026-03-18
evt_000681,user_0192,course_002,python_basics,completed,93.6,42.3,2026-01-11
evt_000682,user_0192,course_010,docker_basics,completed,90.2,77.6,2026-01-17
evt_000683,user_0192,course_013,statistics,completed,99.9,63.7,2026-01-23
evt_000684,user_0192,course_023,cloud_aws_basics,completed,95.3,45.1,2026-02-09
evt_000685,user_0192,course_025,data_wrangling,completed,88.6,75.4,2026-02-11
evt_000686,user_0192,course_038,machine_learning,completed,97.1,54.8,2026-02-12
evt_000687,user_0192,course_048,mlops_basics,completed,88.2,70.5,2026-02-16
evt_000688,user_0193,course_002,python_basics,completed,87.1,80.4,2026-02-03
evt_000689,user_0193,course_005,sql_basics,completed,89.3,86.3,2026-03-08
evt_000690,user_0193,course_015,rest_apis,completed,85.1,60.3,2026-03-16
evt_000691,user_0193,course_018,databases_basics,dropped,15.2,,2026-03-02
evt_000692,user_0194,course_002,python_basics,completed,86.5,55.5,2026-02-06
evt_000693,user_0195,course_001,python_basics,completed,93.4,81.3,2026-02-16
evt_000694,user_0195,course_006,sql_basics,completed,96.2,36.2,2026-02-22
evt_000695,user_0195,course_016,rest_apis,completed,99.9,98.6,2026-03-05
evt_000696,user_0195,course_017,databases_basics,completed,90.8,100.0,2026-03-16
evt_000697,user_0196,course_002,python_basics,completed,98.5,77.7,2026-03-09
evt_000698,user_0196,course_006,sql_basics,completed,94.2,75.7,2026-03-18
evt_000699,user_0196,course_015,rest_apis,completed,99.6,94.1,2026-03-28
evt_000700,user_0196,course_017,databases_basics,completed,93.7,79.5,2026-03-04
evt_000701,user_0196,course_031,system_design,completed,98.5,94.1,2026-04-09
evt_000702,user_0196,course_033,backend_frameworks,completed,98.8,55.6,2026-04-20
evt_000703,user_0197,course_001,python_basics,completed,98.2,82.3,2026-02-11
evt_000704,user_0197,course_006,sql_basics,completed,96.2,88.4,2026-02-18
evt_000705,user_0197,course_016,rest_apis,completed,86.6,47.0,2026-02-21
evt_000706,user_0197,course_018,databases_basics,completed,88.5,50.1,2026-02-03
evt_000707,user_0197,course_032,system_design,completed,92.1,67.7,2026-03-05
evt_000708,user_0197,course_034,backend_frameworks,completed,92.4,43.9,2026-03-08
evt_000709,user_0198,course_008,html_css_basics,completed,98.9,96.8,2026-01-26
evt_000710,user_0198,course_019,javascript_basics,completed,87.7,97.1,2026-02-11
evt_000711,user_0198,course_030,react_basics,completed,91.9,51.0,2026-02-23
evt_000712,user_0198,course_039,state_management,completed,90.7,55.3,2026-03-05
evt_000713,user_0198,course_041,frontend_testing,dropped,21.0,,2026-03-14
evt_000714,user_0199,course_001,python_basics,completed,99.8,37.6,2026-03-10
evt_000715,user_0199,course_005,sql_basics,completed,91.0,54.8,2026-03-14
evt_000716,user_0199,course_016,rest_apis,completed,94.2,38.5,2026-03-17
evt_000717,user_0199,course_017,databases_basics,completed,91.8,82.0,2026-03-25
evt_000718,user_0199,course_031,system_design,completed,91.8,46.6,2026-03-04
evt_000719,user_0199,course_033,backend_frameworks,dropped,16.3,,2026-04-12
evt_000720,user_0201,course_001,python_basics,dropped,20.7,,2026-02-25
evt_000721,user_0201,course_006,sql_basics,completed,92.7,96.7,2026-03-09
